date,name,round,amount,chains,sector,category,categoryGroup,source,leadInvestors,otherInvestors,valuation,defillamaId
2025-11-06,BitDealer,Public token sale,1.0,Solana,"BitDealer is a gaming-asset meme token launchpad that links meme tokens to real gaming assets. It offers no-code tools for token creation, liquidity setup, and automated trading integration, allowing creators and gamers to build tokenized ecosystems that combine DeFi infrastructure with gaming utility",DeFi,DeFi & CeFi,https://x.com/bitdealernet/status/1986406195566157933,,,,
2025-11-06,Kyo Finance,Series A,5.0,Soneium,"KYO Finance is a vote-escrowed DEX (veDEX) on the Soneium ecosystem that supports liquidity for ERC-20, ERC-721, and ERC-1155 assets. It features configurable liquidity pools, a bribe-reward system, and one-click DeFi operations that unify trading, staking, and rewards while bridging liquidity between DeFi and NFTs",DeFi,DeFi & CeFi,https://x.com/kyofinance/status/1986645309712474384,"Castrum Capital, TBVentures, BuzzBridge Capital",Startale,100,5622
2025-11-06,zkPass,Public token sale,2.0,,"zkPass is a privacy-preserving decentralized identity verification protocol for Web3 that uses multi-party computation (MPC) and zero-knowledge proofs (ZKP) to validate data without disclosing it. It allows users to prove identity or credentials privately across use cases such as DeFi lending, healthcare data, and decentralized identity systems",Zero Knowledge Industry,,https://x.com/zkPass/status/1986367822034063740,,,,
2025-11-06,3F Labs,Angel Round,0.75,,"3F is a DeFi yield network that connects alternative assets with decentralized finance to provide leveraged yield, transparency, and global access on-chain. It offers composable financial primitives and liquidity management tools that enable users and institutions to generate sustainable on-chain yield backed by real-world and digital assets",DeFi,DeFi & CeFi,https://x.com/3FLabs/status/1986528142195101859,,"Curved Ventures, Steakhouse Financial, Daedalus",,
2025-11-06,Sprinter,Seed,5.2,,"Sprinter is a high-performance blockchain infrastructure optimized for decentralized trading and real-time financial applications. It provides ultra-low latency, sub-second finality, and high throughput to support high-frequency trading and complex on-chain strategies within a composable, developer-friendly environment",Trading,DeFi & CeFi,https://www.theblock.co/post/377952/robot-ventures-leads-5-2-million-seed-round-for-sprinter-a-solving-as-a-service-startup-founded-by-ethereum-ogs,Robot Ventures,"Topology, A Capital, Uniswap Labs Ventures, Ameen Soleimani",,
2025-11-06,Fomo,Series A,17.0,,"Fomo is an on-chain trading platform developed by a team with experience from dYdX, Uniswap, OpenSea, Square, and Two Sigma. It is designed to offer a streamlined trading experience with advanced features in preparation for its public launch",Trading,DeFi & CeFi,https://www.theblock.co/post/377901/cross-chain-trading-app-fomo-raises-17-million-in-round-led-by-benchmark,Benchmark,,,
2025-11-05,Harmonic,Seed,6.0,Solana,"Harmonic is an open block-building system for Solana that aggregates blocks from multiple independent builders to improve fairness, decentralization, and network performance. It optimizes validator revenue and throughput while reducing MEV and latency, featuring policy-compliant block inclusion, MEV-aware scheduling, and optional ACE (Application Controlled Execution) support for transparent, competitive block markets",Infrastructure,Web3 Infrastructure & Tools,https://www.theblock.co/post/377791/paradigm-harmonic-funding-solana-nasdaq-speed,Paradigm,,,
2025-11-05,Mellow Protocol,,,"Ethereum, Base",Mellow Protocol is a permissionless system for active liquidity management and building trustless automatic DeFi strategies,DeFi,DeFi & CeFi,https://x.com/cyberFund_/status/1986128715760451737,Cyber Fund,,,parent#mellow-protocol
2025-11-05,Future Holdings,,35.0,Bitcoin,"Future Holdings is a Swiss Bitcoin treasury company providing institutional custody, research, and advisory services. It helps corporations and investors gain BTC exposure in CHF through compliant treasury management and analytics. Using BitGo’s custody infrastructure, Future offers multi-signature wallets, governance tools, and real-time tracking for secure Bitcoin operations",Banking,DeFi & CeFi,https://x.com/future_hodlings/status/1985965304929829170,,"Fulgur Ventures, TOBAM, Nakamoto",,
2025-11-05,xTAO,Funding Round,7.3,Bittensor,"xTAO, a publicly traded Bittensor company bridging traditional finance and the TAO token ecosystem",Investment,,https://x.com/xtaohq/status/1986093564795998538,Off The Chain Capital,,,
2025-11-05,Ripple Labs,Strategic,500.0,Ripple,"Ripple is a blockchain payment network for fast, low-cost cross-border transfers. Its native token, XRP, is used for liquidity and settlement on RippleNet, which is used by banks and financial institutions. Ripple also builds CBDC platforms and enterprise tools for tokenization and digital asset management",Payments,DeFi & CeFi,https://x.com/DLNewsInfo/status/1986105187723833740,"Fortress Investment Group, Citadel Securities","Pantera Capital, Galaxy Digital, Brevan Howard Digital, Marshall Wace",40000,chain#ripple
2025-11-04,Zynk,Seed,5.0,,"Zynk is a global payments infrastructure that enables instant settlements across currencies, banks, and blockchains through programmable APIs. It removes the need for pre-funding and manual liquidity management, offering tools for real-time remittances, automated liquidity, multi-currency accounts, and secure wallet infrastructure for fintechs and payment providers",Payments,DeFi & CeFi,https://www.theblock.co/post/377473/zynk-raises-5-million-usd,Hivemind,"Coinbase Ventures, AllianceDAO, Transpose Platform, Polymorphic Capital, Tykhe Block Ventures, Contribution Capital",,
2025-11-04,Tatakai,Angel Round,7.0,,"Tatakai is a Web3 gaming platform featuring anime-inspired multiplayer experiences where players collect, battle, and trade NFT-based characters and assets. It combines gaming, DeFi, and digital collectibles in a community-driven ecosystem that rewards skill and participation.",Gaming,"NFT, Gaming & Metaverse",https://www.bitget.com/news/detail/12560605046693,,"Yield Guild Games, Immutable, Tencent Holdings, Metis Foundation, Chainhill Capital, Initiate Capital, Kryptos, Y2Z Ventures, SCI Ventures",,
2025-11-04,Monorail,Public token sale,0.25,Monad,"Monorail is a DEX aggregator on Monad that sources liquidity from over 16 exchanges and 15,000 tokens to provide optimal swap execution with low slippage and minimal gas costs. Designed for high throughput, it enables cross-exchange trading and offers analytics tools for users and developers, serving as Monad’s main liquidity hub",DeFi,DeFi & CeFi,https://x.com/monorail_xyz/status/1985698437162025197,,,,
2025-11-04,Canaan Creative,Strategic,72.0,,"Canaan is a blockchain and AI technology company best known for developing ASIC Bitcoin mining hardware, including the Avalon Miner series. It provides industrial-scale mining solutions with advanced cooling and integration technologies, focusing on high-performance computing for global blockchain infrastructure",Infrastructure,Web3 Infrastructure & Tools,https://investor.canaan-creative.com/news-releases/news-release-details/canaan-inc-announces-strategic-investment-brevan-howard-galaxy,,"Brevan Howard Digital, Galaxy Digital, Weiss Asset Management",,
2025-11-03,Donut,Seed,15.0,Solana,"Donut is an AI-powered crypto browser built on Solana that serves as an intelligent terminal for on-chain activity. It interprets real-time token data, wallet risks, and market signals, enabling users to trade and transact directly within the browser through integrated DEXs, wallets, and network extensions",Web3,,https://x.com/DonutBrowser/status/1985366444268548406,,"BITKRAFT Ventures, Sky9 Capital, Makers Fund, Altos Ventures, Hack VC, HongShan, MPCi, 10K Ventures",,
2025-11-03,Standard Money,Strategic,8.0,BSC,"Standard Money is a financial infrastructure company and stablecoin issuer behind USDsd, a decentralized stablecoin on BNB Chain. USDsd is fully collateralized and designed for scalability and on-chain transparency, providing censorship-resistant digital dollars and expanding stablecoin liquidity across DeFi ecosystems",Stablecoin,,https://www.coindesk.com/business/2025/11/03/stablecoin-developer-standard-money-raises-usd8m-to-support-mainnet-rollout,YZi Labs,"Gate Ventures, Animoca Brands, Crypto.com Capital",,
2025-11-03,Liquid,Seed,7.6,Hyperliquid L1,"Liquid provides a way to trade Bitcoin, ETH, and trending tokens with up to 40x leverage",Trading,DeFi & CeFi,https://x.com/liquidtrading/status/1985420727906967788,Paradigm,"General Catalyst, Ashwin Ramachandran, Eric Wu",,6544
2025-11-02,Aria Protocol,Public token sale,0.6,Story,"Founded in 2025, Aria is the first protocol to bring iconic real-world IP—starting with music—onchain as liquid, revenue-generating tradable tokens. Built on Story, Aria transforms cultural assets into IP Real-World Assets (IPRWAs). Retail investors access income-producing IP through Aria. Early offerings include partial rights to works performed by Justin Bieber, Miley Cyrus, and BLACKPINK. Aria enables investors to access IP rights and earn real-world revenue from avenues such as streaming. Looking ahead, Aria will include programmable IP and power a permissioned remix economy, where smart contracts govern how IP is licensed, monetized, and remixed—laying the financial rails for the next era of the IP economy.",RWA,DeFi & CeFi,https://x.com/buidlpad/status/1985528006555910261,,,,6375
2025-11-02,KapKap,Seed,10.0,,"KapKap is an AI-powered Web3 platform that turns user activity—such as gaming, content creation, and social interactions—into tradable digital assets. Using its K-Score reputation system and the $KAPS token, it distributes value based on user attention and participation across games, brands, and Web3 ecosystems",Gaming,"NFT, Gaming & Metaverse",https://x.com/Kapkap_Hub/status/1984985860803277103,Animoca Brands,"Shima Capital, Mechanism Capital, Klaytn, Big Brain Holdings, Unicorn-Verse ",,
2025-10-31,DGrid AI,Seed,,,"DGrid AI is a decentralized AI inference network that provides distributed compute infrastructure for running and monetizing AI models on-chain. It allows developers to deploy, verify, and execute AI workloads across a decentralized GPU network, using blockchain-based payments and proofs to ensure transparent and fair compensation for compute providers",AI,"AI, Analytics & Data",https://x.com/dgrid_ai/status/1984189670507372606,,"Waterdrip Capital, Iotex, Paramita, CatcherVC, Zenith Capital, 4EVER Research",,
2025-10-31,Momentum,Public token sale,4.5,,,,,,,,,6005
2025-10-31,Semantic Layer,Series A,2.0,,"Semantic Layer is an Ethereum-based protocol that makes meta-transactions programmable, improving incentive alignment and scalability for dApps. It enables customizable MEV distribution and native scaling mechanisms, allowing developers to optimize user and protocol interactions",L2,Base Layers & Scaling,https://x.com/SemanticLayer/status/1984153910068834638,Greenfield Capital,,,
2025-10-30,Capybobo,Funding Round,8.0,,Web3 project blending capybara-themed art toys with blockchain gaming and NFTs,Gaming,"NFT, Gaming & Metaverse",https://x.com/Capybobo_io/status/1983885735041363990,Pluto.Vision,"HashKey Capital, Animoca Brands, Mirana Ventures, Folius Ventures",,
2025-10-30,HEALTH,Seed,2.5,BSC,"
",Healthcare,Web3 Infrastructure & Tools,https://x.com/pulseapp_bsc/status/1983890632176492773,"Castrum Capital, Gemhead Capital",,,
2025-10-30,Metalpha,Post-IPO Equity,12.0,,"
",Trading,DeFi & CeFi,https://x.com/MetalphaPro/status/1983919190902706523,Avenir Group,,,
2025-10-30,DeepSafe,Seed,3.0,,"DeepSafe is a decentralized cryptographic verification network that secures Web2, Web3, AI, and real-world data. It provides a universal proof-of-integrity layer using cryptographic attestations to verify transactions, AI models, and data streams across chains such as Ethereum, Solana, Base, Optimism, and ZkSync",Digital Identity,"Social, DAO & Identity",https://x.com/DeepSafe_AI/status/1983811101482725479,,"Antalpha Ventures, ViaBTC Capital, Cogitent Ventures, Spark Digital Capital, Gate Ventures, Sharding Capital, SatoshiLab, CKB Eco Fund",,
